空间环境特征_Place_Name,空间环境特征_Spatial_Features_Natural
南京铁路轮渡栈桥旧址,彩虹日影
浦口码头; 中山码头; 浦口北站,
鼓楼区建宁路街道,
民国首都电厂旧址; 江豚观赏地; 民国海军医院旧址; 铁路轮渡栈桥旧址; 下关火车主题公园; 玻璃栈道; 中山码头,江豚
下关火车主题公园; 铁路轮渡旧址,
下关火车主题公园; 南京北站,无法判断
浦口火车站; 南京北站,
中山码头; 浦口码头,长江; 江面; 波光粼粼; 江豚
浦口火车站,细雪; 北风; 灰暗下午; 雾气
长江大桥南堡公园; 玻璃栈道,长江; 江面; 落日; 天空
浦口火车站,
下关火车主题公园,
中山码头; 浦口码头; 玻璃栈道; 长江大桥; 南京博物院,长江; 太阳; 雾霾; 阴云; 雨
浦口火车站; 南京浦口码头,
中山码头,长江; 风; 阳光
下关火车主题公园,长江; 日落; 江风
,
下关火车主题公园,江边; 夕阳; 雏菊
下关火车主题公园,
,
,
,
中山码头; 浦口码头; 浦口火车站,长江; 落日; 江面; 天空
下关滨江; 灯塔,长江; 江面; 落日; 风
下关火车主题公园; 中山码头; 江滨大道,长江（隐含在江滨大道）
中山码头; 浦口码头; 浦口火车站,夕阳
弘阳广场; 杏湖公园; 浦口火车站; 扬子江生态公园,
南京长江大桥; 浦口码头; 江豚观赏地; 渡江胜利纪念馆; 民国首都电厂旧址; 金陵船厂; 阅江楼; 小桃园; 扬子江国际会议中心; 民国海军医院旧址; 江豚雕塑,云; 天空; 长江; 江面; 江豚
,
南京西站,
浦口公园; 浦口码头; 中山码头; 民国首都电厂旧址公园; 江豚观赏地; 民国海军医院旧址; 铁路轮渡栈桥旧址; 下关火车主题公园; 长江大桥玻璃栈道; 南京玻璃栈桥; 南堡公园,长江; 落日; 江面
码头,落日; 夕阳余晖
下关火车主题公园,
,
红庙; 南京长江大桥; 浦口火车站; 轮渡; 中山码头; 拉贝纪念馆; 南京大学; 东南大学; 总统府景区; 长江路德基广场,长江（两次提及）
浦口火车站; 大马路; 下关火车站; 长江客运码头; 首都电厂旧址; 海军南京医院旧址,
中山码头,
渡江胜利纪念馆; 红云桥; 下关火车主题公园; 铁路轮渡旧址,江面; 日落; 夕阳
中山码头; 江豚观赏地; 民国首都电厂旧址公园; 下关历史陈列馆; 民国海军医院旧址; 铁路轮渡栈桥旧址; 南京长江大桥; 宝船厂遗址公园; 静海寺; 天妃宫; 江南水师学堂旧址; 阅江楼; 颐和路民国公馆区; 扬子饭店旧址; 国民政府行政院旧址,长江; 五马渡; 清凉山; 石头城; 乌龙潭
下关火车主题公园; 长江大桥; 南京西站; 铁路轮渡旧址,
南京江边一公园,长江; 水体
万景园; 滨江大道; 中山码头; 浦口码头,阳光
中山码头,长江
,
浦口火车站,
,
长江大桥; 大桥南堡公园; 宝塔桥,长江; 河流; 日落
中山码头,
大喜馄饨; 浦口火车站; 浦口码头; 长江轮渡; 中山码头; 民国首都电厂旧址公园; 铁路轮渡栈桥旧址,长江; 日落; 芦苇; 野草; 树荫
老浦口; 大马路,
无法判断,无法判断
下关火车主题公园,
中山码头,
中山码头; 下关火车主题公园; 南京长江大桥; 五马渡广场; 达摩古洞景区; 幕府山; 燕子矶,长江; 山体（幕府山）; 滩涂; 江风
下关火车主题公园,
南京鼓楼滨江风光带,长江; 江面; 天空; 候鸟
中山码头; 民国首都电厂旧址; 江豚观赏地; 大马路; 下关历史陈列馆; 铁路栈桥旧址; 下关火车公园; 玻璃栈道,长江; 江面; 落日; 江豚
浦口火车站; 中山码头,风; 气温
下关火车主题公园,长江; 江面; 天空; 落日
南京长江大桥; 大桥南堡公园,长江; 货船; 烈日
浦口火车站,
下关火车主题公园,
南京下关火车主题公园,
浦口火车站,
中山码头; 民国首都电厂旧址公园; 江豚观赏地; 铁路轮渡栈桥旧址; 下关火车公园; 长江大桥玻璃栈道,长江; 江面; 江豚
下关火车主题公园,
下关滨江,长江; 落日; 晚霞; 天空; 黄昏; 夜色
下关火车主题公园,
浦口火车站,长江
下关火车主题公园; 大马路; 中山码头; 浦口火车站; 长江,长江
中山码头,
浦口火车站,
下关火车主题公园,长江; 江风
下关; 民国首都电厂旧址; 浦口火车站,长江; 江面; 夕阳; 雨; 天色
下关火车主题公园,
下关滨江风光带; 中山码头; 长江大桥,长江; 江风; 空气
下关火车主题公园,
梧桐大道; 中山码头; 南京北站; 南艺后街,枫叶; 太阳; 日落
南京下关历史陈列馆; 南京滨江商务区规划展览馆; 老下关码头候船厅; 明城墙; 长江; 大桥南堡公园; 外秦淮河,长江
南京下关火车主题公园,滨江风光带
浦口火车站; 浦口码头,
下关火车主题公园,长江; 落日; 江面
下关火车主题公园,
热河路; 南京西站; 火车主题公园; 江边路; 海军医院旧址; 下关历史陈列馆; 中山码头; 浦口火车站,梧桐树; 江水
民国首都电厂旧址公园,
下关火车主题公园,江风
南京铁路轮渡栈桥旧址; 下关火车主题园,长江; 落日; 风; 浪花; 石岸
民国首都电厂旧址公园; 中山码头,
钟山码头; 大马路下关纪念馆; 火车轮渡桥; 民国海军医院旧址; 下关火车主题园,
江心洲站; 临江站; 绿博园站; 万汇城站; 浦口大道; 横江大道; 长江隧道,
中山码头; 浦口码头,
浦口火车站,
中山码头; 民国首都电厂旧址公园; 江豚观赏地; 民国海军医院旧址; 铁路轮渡栈桥旧址; 下关火车公园; 玻璃栈桥,长江; 晚霞; 微风; 芦苇荡
,
中山码头,长江; 落日
南堡公园; 玻璃栈道; 下关火车主题公园; 铁路轮渡栈桥旧址; 江边路; 民国海军医院旧址; 大马路; 江豚书屋; 民国首都电厂旧址公园; 中山码头; 浦口码头; 浦口火车站; 轮渡桥滩公园; 长江大桥,江风; 江波; 长江; 江豚
下关火车主题公园,江岸; 波光粼粼的水面; 芦苇荡
浦口码头; 浦口火车站; 中山码头; 津浦路; 临江路; 阳沟街; 浦口电厂旧址,长江
下关火车主题公园; 长江大桥玻璃栈道; 红云桥; 三岔河,风; 三岔河
长江,长江
南京下关火车主题公园,滨江风光带; 长江
江豚观赏地,江豚
下关电厂旧址口袋公园; 电厂旧址公园; 中山码头,
南京长江大桥; 玻璃栈道; 下关火车主题园; 铁路轮渡栈桥旧址; 海军南京医院旧址,
南京下关火车主题公园,长江; 落日; 潮汐
,
下关火车主题公园,落日; 天空; 芳草; 水面
中山码头; 浦口码头; 浦口火车站; 南京北站,
浦口火车站,
中山码头,
下关主题公园,长江; 夕阳; 晚霞; 天空
南京长江大桥; 大桥南堡公园,深秋气息; 荒凉氛围
铁路轮渡栈桥旧址; 下关火车主题公园; 南京长江大桥; 民国海军医院旧址; 下关历史陈列馆; 民国首都电厂旧址公园; 中山码头,长江
下关电厂旧址; 中山码头,秋高气爽天气
南京铁路轮渡栈桥旧址; 下关煤炭港; 浦口津浦10号码头,长江; 水位涨落差
轮渡,落日
浦口火车站,
中山码头; 浦口火车站; 南京长江大桥; 阅江楼; 清风阁; 包公园,长江; 太阳; 夕阳; 绿植
幕燕滨江风貌区; 白云石矿废弃矿坑; 南区主馆; 北区辅馆; 港一工业码头; 游轮母港; 长江文化博览园; 长江大桥; 浦口火车站,长江; 矿坑地形; 长江岸线
不老村; 老山; 响堂; 桃源谷; 浦口公园; 浦口火车站; 南京北站; 浦口码头; 中山码头; 阅江楼; 民国首都电厂旧址公园; 江豚观赏点; 民国海军医院旧址; 下关火车公园; 玻璃栈道; 老门东,老山; 桃源谷; 江面; 江豚
下关火车主题公园; 铁路轮渡旧址,花草树木
下关火车主题公园,
下关火车主题公园; 长江大桥; 津浦书店,黄昏; 晚霞
下关火车主题公园; 长江大桥; 玻璃栈桥; 五马渡,长江; 江面; 蓝天白云
下关火车主题公园; 下关西火车主题街区,
浦口火车站; 总统府; 先锋书店,
铁路轮渡栈桥旧址,夕阳
,
南京下关火车主题公园; 铁路轮渡栈桥旧址,江风
黎黄陂路; 沿江大道; 中山大道; 江汉路; 洞庭街; 鄱阳街; 胜利街; 珞珈山街; 华俄道胜银行旧址; 俄国巡捕房旧址; 中华基督教信义大楼旧址; 美国海军青年会旧址; 俄租界工部局旧址; 高氏医院旧址; 基督教青年会; 顺丰洋行; 邦可花园; 惠罗公司; 巴公房子; 首善堂; 万国医院旧址,
阅江楼; 中山码头; 天妃宫; 民国首都电厂旧址; 长江江豚主题邮局; 下关火车主题公园,
中山码头; 浦口码头; 浦口火车站,
,
南京渡江纪念馆; 三汊河闸口; 红云桥; 中山码头; 下关历史陈列馆; 望江亭; 下关火车主题公园; 铁路轮渡栈桥; 南京长江大桥; 幕燕滨江,长江; 夕阳; 浪; 江豚; 鱼鹰; 天际线; 动车呼啸声; 钟声
南京北站; 浦口火车站; 民国海军医院旧址; 铁路轮渡栈桥旧址,
浦口火车站; 铁路轮渡旧址,长江; 江风
浦口码头; 浦口火车站; 南京西站; 大马路,江面; 雾
浦口火车站,
浦口火车站,
下关火车主题公园; 南京西站,
中山码头; 民国海军医院旧址,
中山码头; 浦口火车站; 南京北站,
铁路轮渡旧址; 下关火车主题公园,
中山码头; 民国首都电厂旧址公园; 江豚观赏地; 铁路轮渡栈桥旧址; 下关火车公园; 长江大桥玻璃栈道,长江; 江豚
,落日
中山码头,
中山码头,
南京下关火车主题公园,无法判断
中山码头; 浦口码头; 浦口火车站; 南京北站,
无法判断,无法判断
,
定淮门; 郑和中路; 中山码头; 定淮门大桥; 秦淮河; 下关大桥,秦淮河; 绿柳; 鹰隼
南京; 新街口德基,
鼓楼滨江; 渡江胜利纪念馆; 大马路; 阅江楼; 长江大桥; 火车主题公园,长江; 云朵; 江面
下关火车主题公园,寒风; 阴雨
中山码头; 浦口码头; 浦口火车站,无法判断
民国首都电厂旧址,
浦口火车站,
浦口火车站; 浦口北站旧址,
下关火车主题公园,
中山码头,
下关火车主题公园,长江; 江面; 太阳; 落日
,
南京下关火车主题公园; 南京长江大桥; 下关火车站; 浦口火车站,长江
下关火车主题公园,
鼓楼滨江风光带,长江; 江滩; 高温天气; 降水偏少
大桥南堡公园; 长江大桥,天空
下关火车主题公园,长江; 日落
浦口火车站; 中山码头; 民国首都电厂旧址公园; 下关历史陈列馆; 中山码头丛葬地纪念碑; 揽江亭; 民国海军医院旧址; 南京招商局旧址; 静海寺; 下关火车主题公园; 玻璃栈道; 南京长江大桥; 燕子矶,
南京铁路轮渡栈桥旧址,长江
南京浦口火车站,
下关火车主题公园; 南京西站,
中山码头; 下关火车主题公园,
南京长江大桥; 民国海军医院旧址; 阅江楼,
下关火车主题公园,长江; 长江大桥; 芦苇
中山码头; 浦口码头; 玻璃栈道,
下关火车主题公园,江风
下关,江景; 雨; 天空
南京长江大桥; 玻璃栈道; 浦口码头; 中山码头; 下关火车主题公园; 南京万象汇屋顶花园,
下关西火车主题园; 南京铁路轮渡栈桥旧址; 津浦书院,
下关火车主题公园,
下关火车主题公园,
下关火车主题公园,长江; 天空; 落日; 月亮; 水面
浦口火车站,
下关火车主题公园,
南京,风; 天气
铁路轮渡栈桥旧址,
下关火车主题公园,春天气息; 江
浦口火车站,
民国首都电厂旧址公园; 中山码头,江面
八卦洲; 浦口轮渡码头; 浦口火车站; 长江大桥; 大桥公园; 江豚观赏地; 渡江胜利纪念馆; 中山码头; 南京下关历史陈列馆; 铁路轮渡栈桥旧址; 阅江楼; 民国首都电厂旧址公园; 幕燕滨江度假区; 樱花观赏带; 燕子矶公园; 长江二桥; 长江观音景区,长江; 樱花; 燕子矶
南京浦口火车站,
铁路轮渡栈桥旧址,长江
中山码头,
中山码头; 水游城,天气
浦口火车站,
中山码头; 民国首都电厂旧址公园,长江; 阳光; 春天; 风
中山码头; 民国首都电厂旧址公园; 江豚观赏地,长江; 江面; 江豚
浦口火车站,蓝天白云; 天气
南京,
中山码头; 首都电厂; 大马路; 中国银行旧址; 江苏邮政管理局旧址; 下关历史陈列馆; 揽江台; 海军医院旧址; 铁路轮渡栈桥旧址; 惠民桥; 望江亭; 南京长江大桥; 宝塔桥; 大桥公园,江面; 风
下关火车主题公园; 铁路轮渡旧址; 民国海军医院旧址; 民国首都电厂旧址公园; 中山码头,
下关火车主题公园; 铁路轮渡旧址,
下关火车主题公园,
浦口火车站,
长江大桥; 大桥南堡公园; 亲水圆环景观桥; 外金川河,长江; 外金川河; 滨江风光
中山码头,
南京长江大桥; 下关火车主题公园,长江; 江面; 落日; 天空; 风; 秋季气候
热河南路; 热河路; 渡江胜利纪念碑转盘; 中山北路; 长江; 中山码头; 葡京渔港; 苏果超市; 绣球公园; 新华书店; 十元店; 特卖场; 滨江风光带; 大观天地; 少年宫,长江; 绿植
中山码头,长江; 江面; 波光; 船只; 大自然
下关火车主题公园,
民国首都电厂旧址公园,
南京浦口火车站,
下关火车主题公园,夕阳; 江面
中山码头; 浦口火车站; 南京浦口码头,
长江大桥; 大桥南堡公园,
南京渡江纪念馆; 三汊河闸口; 红云桥; 中山码头; 下关历史陈列馆; 望江亭; 长江大桥; 下关火车主题公园; 铁路轮渡栈桥,长江; 夕阳; 鱼鹰; 江豚; 浪打矶石
下关火车主题公园; 铁路轮渡栈桥旧址,
神策门公园; 长江大桥; 玻璃栈道,长江大桥（远观）
下关火车主题公园,
中山码头; 浦口火车站; 江边公园; 玄武湖; 马台街; 桥头拉面馆,江景; 湖景
中山码头,长江; 落日; 天空
南京西站; 下关码头候船室; 下关大马路; 江边路; 海军医院; 火车轮渡码头; 长江大桥; 主题公园,长江; 老江口
长江大桥; 映红桥; 下关火车主题公园; 铁路轮渡栈桥旧址; 江豚广场; 民国首都电厂旧址; 中山码头; 三叉河口闸,长江; 江水; 雨
民国首都电厂旧址公园; 下关火车主题公园,
中山码头; 民国首都电厂旧址公园; 江豚观赏地; 民国海军医院旧址; 铁路轮渡栈桥旧址; 下关火车主题公园; 南京长江大桥,长江; 江豚
下关火车主题公园,江边
浦口火车站; 下关火车主题公园; 中山码头; 浦口码头; 英俊童子鸡; 大喜馄饨,
浦口火车站,
中山码头; 民国首都电厂旧址公园; 下关电厂,长江; 江面; 夕照
长江大桥; 大桥南堡公园; 金川河,长江; 金川河; 江面; 波浪; 太阳; 淤泥; 石块; 草; 芦苇; 杨树
下关火车主题公园; 长江大桥,长江; 雨
中山码头; 浦口码头; 浦口火车站,长江
长江大桥; 大桥南堡公园,无法判断
下关火车主题公园; 南京西站,
浦口火车站,
铁路轮渡旧址,
五马渡码头; 幕燕滨江风光带; 八卦洲; 南京长江大桥; 中山码头; 浦口码头; 铁路轮渡栈桥旧址; 渡江胜利纪念馆; 阅江楼; 江豚观赏地,长江; 江面; 江豚
下关火车主题公园; 中山码头; 浦口码头,
浦口火车站,
宝塔桥; 映虹桥; 长江大桥; 下关火车主题公园; 南京西站; 中山码头; 浦口火车站,长江
